warehouse_location,category_lvl1,category_lvl2,category_lvl3,current_stock,available_stock
WH-8-A48,Unknown,,,214,214
WH-5-B36,Apparel & Accessories,Clothing,Skirts,247,246
WH-3-A49,Sporting Goods,Outdoor Recreation,Hunting & Shooting,107,107
WH-1-A64,Apparel & Accessories,Shoes,Unknown,91,90
WH-8-E22,Apparel & Accessories,Shoes,Unknown,289,289
WH-7-B42,Unknown,,,324,323
WH-1-D71,Unknown,,,466,465
WH-3-B84,Apparel & Accessories,Shoes,Unknown,198,197
WH-4-C32,Apparel & Accessories,Shoes,Unknown,130,129
WH-8-E66,Unknown,,,119,118
WH-2-B63,Apparel & Accessories,Shoes,Unknown,355,355
WH-2-C97,Cameras & Optics,Optics,Binoculars,491,491
WH-5-C53,Cameras & Optics,Optics,Binoculars,292,292
WH-2-C13,Cameras & Optics,Optics,Binoculars,100,87
WH-9-B46,"Food, Beverages & Tobacco",Beverages,Coffee,157,156
WH-3-C42,Apparel & Accessories,Clothing,Unknown,438,437
WH-6-D69,Unknown,,,216,215
WH-2-B88,Home & Garden,Household Supplies,Storage & Organization,384,383
WH-2-E94,Unknown,,,122,121
WH-1-D95,Apparel & Accessories,Shoes,Unknown,338,338
WH-6-C35,Unknown,,,234,234
WH-2-A37,Unknown,Unknown,Unknown,327,326
WH-5-D49,Unknown,Unknown,Unknown,442,431
WH-4-C97,Sporting Goods,Athletics,Figure Skating & Hockey,13,12
WH-2-D36,Apparel & Accessories,Clothing Accessories,Shawls,380,380
WH-5-B27,Luggage & Bags,Cosmetic & Toiletry Bags,Unknown,457,457
WH-9-E62,Health & Beauty,Personal Care,Cosmetics,117,114
WH-6-C10,Toys & Games,Toys,Remote Control Tanks,203,197
WH-3-E76,Apparel & Accessories,Shoes,Unknown,407,406
WH-9-C41,Vehicles & Parts,Vehicles,Motor Vehicles,198,194
WH-3-C47,Unknown,,,192,192
WH-3-D66,Sporting Goods,Outdoor Recreation,Hunting & Shooting,485,484
WH-4-E70,Unknown,Unknown,Unknown,141,119
WH-1-D14,Unknown,Unknown,Unknown,135,134
WH-6-A62,Electronics,Audio,Audio Components,209,208
WH-6-D43,Apparel & Accessories,Clothing,Underwear & Socks,79,71
WH-5-C24,Unknown,,,40,40
WH-1-A74,Toys & Games,Toys,Robotic Toys,125,123
WH-5-C64,Apparel & Accessories,Shoes,Unknown,253,253
WH-4-B79,Home & Garden,Kitchen & Dining,Kitchen Knives,345,344
WH-9-C57,Unknown,Unknown,Unknown,480,479
WH-8-E98,Unknown,,,41,41
WH-7-C31,Unknown,,,483,483
WH-3-E19,Unknown,Unknown,Unknown,256,250
WH-9-C88,Apparel & Accessories,Clothing Accessories,Hair Accessories,207,206
WH-7-A33,Cameras & Optics,Optics,Scopes,16,15
WH-7-D28,Unknown,,,416,416
WH-8-C15,Home & Garden,Decor,Rugs,424,424
WH-2-B42,Unknown,,,396,395
WH-5-C43,Health & Beauty,Personal Care,Cosmetics,117,108
WH-3-A72,Apparel & Accessories,Clothing,Shorts,289,289
WH-2-A25,Unknown,,,201,195
WH-5-E32,Health & Beauty,Personal Care,Cosmetics,381,379
WH-1-E60,Unknown,,,421,398
WH-4-E73,Apparel & Accessories,Clothing,Suits,391,390
WH-7-A40,Apparel & Accessories,Clothing,Uniforms,255,255
WH-4-E64,Apparel & Accessories,Clothing,Outerwear,310,310
WH-4-A73,Apparel & Accessories,Clothing,Outerwear,186,185
WH-9-B40,Apparel & Accessories,Clothing,Outfit Sets,295,294
WH-1-E66,Apparel & Accessories,Clothing,Outfit Sets,370,370
WH-6-E71,Apparel & Accessories,Clothing,Outfit Sets,464,464
WH-2-D45,Apparel & Accessories,Clothing,Outfit Sets,87,86
WH-4-D34,Home & Garden,Kitchen & Dining,Tableware,41,40
WH-5-A96,Apparel & Accessories,Clothing,Suits,76,76
WH-5-B66,Apparel & Accessories,Clothing,Suits,123,123
WH-4-C81,Home & Garden,Household Supplies,Storage & Organization,74,70
WH-9-C14,Unknown,,,375,364
WH-7-A65,Apparel & Accessories,Clothing Accessories,Hair Accessories,227,226
WH-7-C39,Unknown,,,177,177
WH-7-A52,Unknown,,,122,121
WH-2-D84,Unknown,,,384,368
WH-5-D52,Unknown,,,544,522
WH-8-A54,Home & Garden,Household Supplies,Storage & Organization,231,206
WH-7-A87,Home & Garden,Lawn & Garden,Unknown,154,150
WH-8-C67,Home & Garden,Lawn & Garden,Unknown,82,78
WH-4-A55,Home & Garden,Lawn & Garden,Unknown,334,330
WH-8-D45,Health & Beauty,Personal Care,Shaving & Grooming,61,60
WH-6-E88,Apparel & Accessories,Clothing,Pants,444,443
WH-2-B59,Unknown,,,221,221
WH-7-A42,Home & Garden,Decor,Artwork,171,169
WH-2-B97,Business & Industrial,Work Safety Protective Gear,Safety Knee Pads,49,49
WH-6-B48,Unknown,,,25,25
WH-2-D14,Unknown,,,299,299
WH-5-E92,Apparel & Accessories,Shoes,Unknown,217,215
WH-4-B30,Apparel & Accessories,Shoes,Unknown,161,157
WH-8-B64,Apparel & Accessories,Clothing,Swimwear,155,154
WH-4-B77,Apparel & Accessories,Clothing,Swimwear,49,49
WH-1-B37,Unknown,,,319,315
WH-5-A57,Unknown,,,196,195
WH-2-E87,Unknown,,,187,187
WH-2-A27,Baby & Toddler,Baby Toys & Activity Equipment,Play Mats & Gyms,379,377
WH-5-C43,Home & Garden,Kitchen & Dining,Kitchen Tools & Utensils,538,531
WH-8-D36,Apparel & Accessories,Clothing,Swimwear,131,130
WH-8-B58,Home & Garden,Household Supplies,Storage & Organization,190,185
WH-1-D94,Home & Garden,Household Supplies,Storage & Organization,543,524
WH-8-D62,Home & Garden,Household Supplies,Storage & Organization,108,107
WH-3-E32,Apparel & Accessories,Shoes,Unknown,170,170
WH-7-E42,Unknown,,,136,136
WH-3-A15,Electronics,Electronics Accessories,Antenna Accessories,423,407
WH-3-D48,Hardware,Hardware Accessories,Tool Storage & Organization,148,147
WH-4-E81,Luggage & Bags,Luggage Accessories,Luggage Tags,338,329
WH-6-A11,Home & Garden,Kitchen & Dining,Kitchen Knives,10,6
WH-2-E87,Unknown,,,338,338
WH-2-C10,Unknown,,,88,87
WH-5-D93,Office Supplies,Filing & Organization,Portfolios & Padfolios,290,289
WH-1-E95,Electronics,Audio,Audio Components,294,293
WH-3-B22,Home & Garden,Decor,Rugs,9,9
WH-3-B87,Vehicles & Parts,Vehicle Parts & Accessories,"Vehicle Maintenance, Care & Decor",226,226
WH-2-D79,Electronics,Electronics Accessories,Antenna Accessories,447,447
WH-1-E89,Apparel & Accessories,Shoes,Unknown,418,417
WH-7-A73,Health & Beauty,Jewelry Cleaning & Care,Jewelry Holders,390,378
WH-5-E57,Toys & Games,Toys,Pretend Play,325,313
WH-5-C50,Unknown,,,32,31
WH-2-C46,Cameras & Optics,Optics,Binoculars,303,289
WH-5-E60,Mature,Weapons,Gun Care & Accessories,151,117
WH-6-E35,Hardware,Hardware Accessories,Tool Storage & Organization,291,291
WH-2-C87,Unknown,Unknown,Unknown,170,170
WH-4-D32,Electronics,Audio,Audio Components,446,446
WH-1-D92,Electronics,Electronics Accessories,Antenna Accessories,75,75
WH-8-D26,Hardware,Tools,Cutters,341,341
WH-1-D52,Apparel & Accessories,Clothing,Pants,477,477
WH-8-A23,Unknown,,,355,355
WH-9-A81,Electronics,Audio,Audio Components,77,65
WH-4-C74,Electronics,Audio,Audio Components,236,234
WH-2-B10,Unknown,,,137,137
WH-9-E93,Unknown,,,282,281
WH-5-D73,Apparel & Accessories,Jewelry,Necklaces,499,498
WH-2-A62,Home & Garden,Kitchen & Dining,Coaster Holders,211,205
WH-2-A90,Hardware,Hardware Accessories,Tool Storage & Organization,521,506
WH-7-C73,Electronics,Audio,Audio Components,350,349
WH-7-D85,Apparel & Accessories,Clothing,Underwear & Socks,214,212
WH-7-B10,Unknown,Unknown,Unknown,402,402
WH-4-E62,Apparel & Accessories,Clothing,Shorts,438,436
WH-8-A58,Hardware,Building Materials,Windows,337,337
WH-5-B60,Electronics,Audio,Audio Components,396,392
WH-8-E38,Unknown,,,22,22
WH-8-E56,Unknown,Unknown,Unknown,422,405
WH-9-C88,Apparel & Accessories,Jewelry,Earrings,221,221
WH-5-A10,Apparel & Accessories,Jewelry,Earrings,322,321
WH-5-A85,Unknown,,,348,348
WH-5-B52,Toys & Games,Outdoor Play Equipment,Water Play Equipment,225,218
WH-3-A85,Hardware,Hardware Accessories,Tool Storage & Organization,67,66
WH-1-E73,Apparel & Accessories,Clothing,Underwear & Socks,131,127
WH-7-E49,Apparel & Accessories,Clothing,Underwear & Socks,113,110
WH-7-B52,Unknown,Unknown,Unknown,482,430
WH-1-E60,Health & Beauty,Health Care,Fitness & Nutrition,478,478
WH-3-D27,Unknown,Unknown,Unknown,210,165
WH-6-C57,Unknown,,,419,418
WH-1-A97,Unknown,,,389,389
WH-6-E28,Unknown,,,311,311
WH-1-C32,Unknown,,,128,127
WH-8-C22,Apparel & Accessories,Shoes,Unknown,34,34
WH-1-A60,Apparel & Accessories,Shoes,Unknown,154,153
WH-8-E14,Apparel & Accessories,Clothing Accessories,Hair Accessories,123,115
WH-2-B47,Unknown,,,396,379
WH-4-D59,Apparel & Accessories,Jewelry,Jewelry Sets,103,102
WH-7-E20,Unknown,,,102,102
WH-3-C66,Apparel & Accessories,Clothing,Underwear & Socks,391,389
WH-1-D90,Apparel & Accessories,Clothing,Underwear & Socks,410,408
WH-3-B37,Apparel & Accessories,Clothing,Underwear & Socks,95,95
WH-9-A22,Hardware,Tools,Cutters,154,152
WH-9-E44,Electronics,Communications,Telephony,396,390
WH-5-C26,Apparel & Accessories,Clothing Accessories,Sunglasses,80,80
WH-6-E83,Apparel & Accessories,Clothing Accessories,Sunglasses,352,352
WH-9-B94,Home & Garden,Decor,Window Treatments,497,480
WH-3-E80,Home & Garden,Lawn & Garden,Gardening,105,98
WH-3-D81,Toys & Games,Outdoor Play Equipment,Water Play Equipment,197,197
WH-8-B56,Electronics,Audio,Audio Components,280,279
WH-3-A75,Business & Industrial,Piercing & Tattooing,Tattooing Supplies,162,160
WH-4-B95,Apparel & Accessories,Shoes,Unknown,107,106
WH-6-A55,Apparel & Accessories,Shoes,Unknown,286,286
WH-9-B33,Unknown,,,100,100
WH-4-C37,Apparel & Accessories,Shoes,Unknown,396,396
WH-7-D31,Apparel & Accessories,Shoes,Unknown,349,348
WH-6-A74,Apparel & Accessories,Clothing,Traditional & Ceremonial Clothing,130,129
WH-1-C42,Unknown,,,96,95
WH-8-A92,Apparel & Accessories,Shoes,Unknown,320,320
WH-1-C64,Apparel & Accessories,Shoes,Unknown,134,133
WH-5-B39,Apparel & Accessories,Shoes,Unknown,8,8
WH-9-E95,Unknown,,,106,105
WH-4-E37,Unknown,Unknown,Unknown,271,270
WH-6-C57,Unknown,Unknown,Unknown,354,354
WH-2-B56,Unknown,Unknown,Unknown,333,332
WH-8-E73,Apparel & Accessories,Clothing Accessories,Headwear,133,131
WH-9-B32,Apparel & Accessories,Clothing,Skirts,291,291
WH-1-B76,,TX,,443,442
WH-3-C50,Arts & Entertainment,Hobbies & Creative Arts,Art & Crafting Materials,129,129
WH-5-E78,Toys & Games,Toys,Art & Drawing Toys,39,38
WH-5-D61,Toys & Games,Toys,Art & Drawing Toys,381,381
WH-9-D50,Arts & Entertainment,Party & Celebration,Gift Giving,187,187
WH-7-B36,Hardware,Tools,Screwdrivers,120,117
WH-2-A80,Apparel & Accessories,Clothing,Outfit Sets,267,265
WH-5-C67,Apparel & Accessories,Shoes,Unknown,27,27
WH-1-E63,Unknown,,,139,139
WH-9-A40,Unknown,,,500,500
WH-5-B84,Office Supplies,Filing & Organization,"Calendars, Organizers & Planners",82,82
WH-7-B72,Apparel & Accessories,Shoes,Unknown,221,219
WH-8-D79,Apparel & Accessories,Clothing,Pants,178,177
WH-4-D33,Mature,Erotic,Erotic Clothing,296,296
WH-7-C49,Home & Garden,Household Supplies,Storage & Organization,599,574
WH-7-E65,Unknown,,,434,434
WH-6-B38,Apparel & Accessories,Shoes,Unknown,234,234
WH-2-E12,Unknown,Unknown,Unknown,379,379
WH-4-A20,Apparel & Accessories,Clothing,Shirts & Tops,109,109
WH-4-A34,Unknown,,,314,311
WH-6-C97,Unknown,,,320,317
WH-5-E41,Unknown,,,282,278
WH-5-E17,Hardware,Fencing & Barriers,Fence Panels,71,68
WH-3-E67,Hardware,Fencing & Barriers,Fence Panels,340,338
WH-5-E16,Unknown,,,160,157
WH-9-C24,Unknown,,,396,390
WH-1-E94,Apparel & Accessories,Shoes,Unknown,238,238
WH-6-B86,Sporting Goods,Outdoor Recreation,Hunting & Shooting,552,538
WH-5-B31,Home & Garden,Kitchen & Dining,Cookware & Bakeware,380,379
WH-9-A87,Mature,Weapons,Gun Care & Accessories,246,213
WH-4-B69,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,168,167
WH-3-E37,Electronics,Audio,Audio Components,72,72
WH-1-D37,Hardware,Hardware Accessories,Tool Storage & Organization,8,7
WH-4-D90,Electronics,Audio,Audio Components,295,294
WH-8-C40,Home & Garden,Kitchen & Dining,Cookware & Bakeware,478,473
WH-1-E17,Apparel & Accessories,Clothing,Tops,209,207
WH-4-E77,Apparel & Accessories,Clothing,Shorts,396,395
WH-9-B31,Apparel & Accessories,Clothing,Tops,397,396
WH-6-E10,Home & Garden,Decor,Picture Frames,71,70
WH-4-E23,Electronics,Audio,Audio Components,220,217
WH-6-C32,Health & Beauty,Personal Care,Cosmetics,25,25
WH-2-A34,Home & Garden,Decor,Rugs,60,59
WH-2-C68,Home & Garden,Decor,Rugs,429,429
WH-5-A84,Hardware,Hardware Accessories,Tool Storage & Organization,175,174
WH-7-D57,Apparel & Accessories,Clothing,Shorts,478,477
WH-5-A47,Apparel & Accessories,Clothing,Underwear & Socks,406,406
WH-3-B60,Electronics,Electronics Accessories,Power,135,135
WH-2-B88,Apparel & Accessories,Clothing Accessories,Hair Accessories,427,420
WH-8-C12,Hardware,Tools,Flashlights & Headlamps,273,254
WH-9-B33,Unknown,,,151,151
WH-3-D47,Unknown,,,302,302
WH-4-C71,Hardware,Hardware Accessories,Tool Storage & Organization,235,234
WH-5-C53,Unknown,,,428,428
WH-6-C45,Health & Beauty,Health Care,Fitness & Nutrition,79,77
WH-3-B82,Unknown,,,313,312
WH-5-D24,Unknown,,,363,363
WH-1-B29,Apparel & Accessories,Jewelry,Necklaces,248,248
WH-1-C98,Unknown,Unknown,Unknown,123,119
WH-4-C51,Hardware,Hardware Accessories,Tool Storage & Organization,67,66
WH-6-C17,Electronics,Audio,Audio Components,245,245
WH-6-D14,Apparel & Accessories,Clothing,Skorts,342,342
WH-8-E50,Apparel & Accessories,Clothing,Underwear & Socks,38,38
WH-9-A98,Unknown,,,455,455
WH-5-B17,Apparel & Accessories,Shoes,Unknown,157,156
WH-7-D60,Unknown,,,458,458
WH-5-B70,Unknown,Unknown,Unknown,380,378
WH-7-E82,Unknown,Unknown,Unknown,165,159
WH-2-D79,Animals & Pet Supplies,Pet Supplies,Cat Supplies,86,85
WH-6-E12,Apparel & Accessories,Clothing,Pants,402,401
WH-9-D64,Hardware,Tool Accessories,Tool Sockets,63,62
WH-3-E36,Unknown,,,92,92
WH-6-D16,Unknown,,,27,27
WH-8-A53,Unknown,Unknown,Unknown,384,372
WH-5-B48,Unknown,,,286,286
WH-5-A68,Apparel & Accessories,Clothing,Underwear & Socks,180,180
WH-8-C93,Electronics,Audio,Audio Components,117,116
WH-3-A80,Apparel & Accessories,Clothing,Shorts,354,353
WH-6-C14,Electronics,Audio,Audio Components,381,373
WH-8-C45,Health & Beauty,Personal Care,Cosmetics,362,361
WH-3-A61,Apparel & Accessories,Shoes,Unknown,297,297
WH-2-E90,Apparel & Accessories,Shoes,Unknown,62,61
WH-1-A34,Apparel & Accessories,Shoes,Unknown,390,390
WH-7-B88,Apparel & Accessories,Clothing,One-Pieces,11,10
WH-1-E46,Apparel & Accessories,Shoes,Unknown,25,24
WH-2-B52,Apparel & Accessories,Shoes,Unknown,383,383
WH-1-E83,Apparel & Accessories,Shoes,Unknown,95,94
WH-6-D15,Apparel & Accessories,Shoes,Unknown,124,124
WH-7-C72,Apparel & Accessories,Shoes,Unknown,205,205
WH-6-A60,Unknown,,,488,488
WH-3-D70,Apparel & Accessories,Shoes,Unknown,43,42
WH-9-D37,Unknown,,,130,119
WH-5-D62,Apparel & Accessories,Shoes,Unknown,492,492
WH-2-A94,Unknown,Unknown,Unknown,420,383
WH-7-B35,Unknown,Unknown,Unknown,382,329
WH-5-E89,Apparel & Accessories,Jewelry,Earrings,158,155
WH-4-D64,Unknown,Unknown,Unknown,187,183
WH-8-E72,Apparel & Accessories,Jewelry,Earrings,335,335
WH-9-E26,Electronics,Audio,Audio Components,337,336
WH-1-D76,Apparel & Accessories,Clothing,Underwear & Socks,58,57
WH-3-E12,Electronics,Audio,Audio Components,16,15
WH-6-B80,Unknown,Unknown,Unknown,78,77
WH-3-E12,Electronics,Video,Video Accessories,484,474
WH-9-B21,Home & Garden,Decor,Rugs,275,275
WH-6-B97,Unknown,Unknown,Unknown,393,389
WH-8-A58,Unknown,,,328,328
WH-6-D34,Unknown,,,430,429
WH-3-E25,Unknown,,,304,304
WH-5-C67,Unknown,,,362,362
WH-1-E98,Apparel & Accessories,Clothing,Uniforms,436,436
WH-7-A13,Toys & Games,Toys,Sports Toys,463,462
WH-1-A54,Apparel & Accessories,Clothing,Underwear & Socks,448,448
WH-7-A47,Apparel & Accessories,Clothing,Underwear & Socks,307,306
WH-7-C14,Unknown,,,376,376
WH-6-C78,Health & Beauty,Health Care,Fitness & Nutrition,171,170
WH-7-A66,Unknown,,,49,49
WH-4-D59,Unknown,,,429,429
WH-3-A17,Health & Beauty,Health Care,Medicine & Drugs,70,70
WH-7-C86,Unknown,Unknown,Unknown,192,191
WH-8-D67,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,345,344
WH-7-B44,Unknown,Unknown,Unknown,282,281
WH-9-D56,Electronics,Audio,Audio Components,390,390
WH-9-B72,Unknown,Unknown,Unknown,221,221
WH-9-E40,Unknown,,,196,196
WH-7-E85,Hardware,Hardware Accessories,Tool Storage & Organization,140,140
WH-3-C47,Hardware,Hardware Accessories,Tool Storage & Organization,462,461
WH-6-D39,"Food, Beverages & Tobacco",Food Items,Dips & Spreads,591,567
WH-8-B40,Apparel & Accessories,Clothing,Underwear & Socks,148,147
WH-9-E39,Apparel & Accessories,Clothing,Underwear & Socks,334,334
WH-8-C96,Apparel & Accessories,Clothing,Underwear & Socks,365,364
WH-4-C97,Apparel & Accessories,Clothing,Underwear & Socks,362,357
WH-4-C53,Apparel & Accessories,Clothing,Underwear & Socks,311,310
WH-8-B47,Apparel & Accessories,Clothing,Underwear & Socks,384,383
WH-7-D37,Apparel & Accessories,Clothing,Underwear & Socks,425,423
WH-8-A28,Apparel & Accessories,Clothing,Underwear & Socks,194,192
WH-6-D82,Apparel & Accessories,Clothing,Underwear & Socks,454,453
WH-4-E58,Apparel & Accessories,Clothing,Underwear & Socks,445,443
WH-7-A64,Apparel & Accessories,Clothing,Underwear & Socks,123,122
WH-5-C63,Apparel & Accessories,Clothing,Underwear & Socks,347,347
WH-2-E63,Apparel & Accessories,Clothing,Underwear & Socks,30,28
WH-7-B23,Apparel & Accessories,Clothing,Underwear & Socks,202,202
WH-2-B85,Apparel & Accessories,Clothing,Underwear & Socks,292,291
WH-5-D47,Apparel & Accessories,Clothing,Underwear & Socks,125,124
WH-9-D59,Apparel & Accessories,Clothing,Underwear & Socks,276,275
WH-2-A16,Apparel & Accessories,Clothing,Underwear & Socks,413,412
WH-6-D12,Unknown,,,233,232
WH-4-A84,Apparel & Accessories,Clothing,Underwear & Socks,352,351
WH-9-D42,Apparel & Accessories,Clothing,Underwear & Socks,462,461
WH-6-C73,Apparel & Accessories,Clothing,Underwear & Socks,398,397
WH-5-A38,Apparel & Accessories,Clothing,Underwear & Socks,219,218
WH-3-B25,Apparel & Accessories,Clothing,Underwear & Socks,411,410
WH-5-E52,Apparel & Accessories,Clothing,Underwear & Socks,410,408
WH-9-A45,Apparel & Accessories,Clothing,Underwear & Socks,396,394
WH-5-B81,Apparel & Accessories,Clothing,Underwear & Socks,180,179
WH-2-C37,Apparel & Accessories,Clothing,Underwear & Socks,356,356
WH-5-D47,Apparel & Accessories,Clothing,Underwear & Socks,44,42
WH-1-E45,Apparel & Accessories,Jewelry,Watch Accessories,431,431
WH-7-A47,Unknown,,,439,439
WH-6-C73,Unknown,,,207,207
WH-8-D40,Unknown,,,257,255
WH-7-E29,Unknown,,,256,256
WH-8-C47,Unknown,,,387,387
WH-4-D57,Home & Garden,Linens & Bedding,Bedding,461,460
WH-6-E14,Unknown,Unknown,Unknown,508,498
WH-8-C28,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,124,123
WH-3-B26,Health & Beauty,Personal Care,Hair Care,303,302
WH-9-D55,Health & Beauty,Personal Care,Hair Care,48,47
WH-9-A61,Health & Beauty,Personal Care,Hair Care,222,222
WH-2-E56,Health & Beauty,Personal Care,Hair Care,243,243
WH-2-E24,Unknown,,,463,463
WH-6-A53,Unknown,,,447,447
WH-4-C30,Apparel & Accessories,Clothing,Underwear & Socks,438,438
WH-1-D71,Apparel & Accessories,Clothing,Underwear & Socks,231,229
WH-7-D45,Apparel & Accessories,Clothing,Underwear & Socks,251,251
WH-1-C69,Apparel & Accessories,Clothing,Underwear & Socks,401,400
WH-5-B24,Apparel & Accessories,Clothing Accessories,Hair Accessories,358,352
WH-2-A59,Electronics,Audio,Audio Components,445,431
WH-6-E67,Home & Garden,Plants,Trees,395,393
WH-4-E36,Unknown,Unknown,Unknown,393,387
WH-5-A60,Unknown,Unknown,Unknown,479,476
WH-5-A17,Unknown,Unknown,Unknown,429,429
WH-3-D11,Apparel & Accessories,Clothing,Baby & Toddler Clothing,170,170
WH-2-D51,Unknown,,,4,4
WH-7-D29,Apparel & Accessories,Clothing,Traditional & Ceremonial Clothing,96,95
WH-4-B15,Electronics,Communications,Telephony,378,378
WH-3-E39,Apparel & Accessories,Clothing,Underwear & Socks,323,321
WH-8-C70,Electronics,Electronics Accessories,Computer Components,95,91
WH-6-D50,Unknown,Unknown,Unknown,126,120
WH-1-B82,Unknown,,,212,211
WH-1-E79,Unknown,,,45,44
WH-9-A82,Unknown,Unknown,Unknown,448,446
WH-8-D58,Apparel & Accessories,Clothing,Outerwear,294,294
WH-6-D59,Electronics,Audio,Audio Components,215,215
WH-6-D91,Home & Garden,Household Supplies,Laundry Supplies,437,436
WH-6-A43,Home & Garden,Household Supplies,Laundry Supplies,315,313
WH-9-A85,Apparel & Accessories,Clothing,Underwear & Socks,11,10
WH-3-E82,Unknown,,,123,122
WH-7-A41,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,112,111
WH-6-E95,Toys & Games,Toys,"Dolls, Playsets & Toy Figures",329,325
WH-2-D59,Home & Garden,Decor,Seasonal & Holiday Decorations,182,181
WH-8-C88,Toys & Games,Toys,"Dolls, Playsets & Toy Figures",448,446
WH-9-B44,Home & Garden,Lawn & Garden,Outdoor Power Equipment,25,25
WH-8-D76,Unknown,Unknown,Unknown,488,433
WH-8-D33,Apparel & Accessories,Shoes,Unknown,424,424
WH-1-C12,Apparel & Accessories,Shoes,Unknown,182,182
WH-2-D21,Apparel & Accessories,Shoes,Unknown,89,89
WH-4-D75,Unknown,,,443,443
WH-7-A66,Apparel & Accessories,Shoes,Unknown,353,352
WH-6-B15,Unknown,,,316,315
WH-8-D40,Home & Garden,Kitchen & Dining,Kitchen Tools & Utensils,394,390
WH-1-C55,Apparel & Accessories,Clothing Accessories,Sunglasses,80,79
WH-3-E22,Business & Industrial,Retail,Paper & Plastic Shopping Bags,261,235
WH-1-D22,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,80,73
WH-9-C76,Unknown,,,142,141
WH-1-B75,Unknown,Unknown,Unknown,125,125
WH-4-D25,Apparel & Accessories,Shoes,Unknown,495,494
WH-5-B39,Sporting Goods,Outdoor Recreation,Hunting & Shooting,102,97
WH-6-A48,Home & Garden,Kitchen & Dining,Tableware,151,149
WH-6-A90,Arts & Entertainment,Hobbies & Creative Arts,Arts & Crafts,356,355
WH-3-E27,Unknown,Unknown,Unknown,176,173
WH-7-C15,Apparel & Accessories,Shoes,Unknown,90,89
WH-6-C64,Unknown,,,450,449
WH-4-E62,Apparel & Accessories,Clothing,Unknown,251,251
WH-5-A18,Home & Garden,Kitchen & Dining,Kitchen Tools & Utensils,375,374
